sensor_2, 1615182752527, 56.83320820277265
sensor_6, 1615182752527, 31.006827129273553
sensor_10, 1615182752527, 30.86607091662081
sensor_4, 1615182752559, 51.452028831962295
sensor_3, 1615182752527, 60.680454005443245
sensor_7, 1615182752527, 93.04822525176392
sensor_1, 1615182752559, 44.96881389662794
sensor_5, 1615182752559, 50.55013891487099
sensor_8, 1615182752559, 42.96114422841701
sensor_2, 1615182752559, 55.07255871179638
sensor_6, 1615182752559, 26.896673519469882
sensor_10, 1615182752559, 29.826059234515238
sensor_4, 1615182752559, 52.843824615592325
sensor_1, 1615182752527, 43.880829413682804
sensor_5, 1615182752527, 51.75905858881779
sensor_9, 1615182752527, 18.33340436908375
sensor_3, 1615182752559, 61.126103861866355
sensor_7, 1615182752559, 92.46571617564182
sensor_1, 1615182752559, 45.74415601929481
sensor_5, 1615182752559, 52.162481063209725
sensor_9, 1615182752559, 19.955123249128317
sensor_3, 1615182752559, 63.67547863027794
sensor_7, 1615182752559, 92.12101029943241
sensor_1, 1615182752559, 45.17095841458518
sensor_5, 1615182752559, 53.139470687616964
sensor_9, 1615182752559, 19.3000296987412
sensor_3, 1615182752559, 62.92548164121796
sensor_7, 1615182752559, 91.90798391907907
sensor_1, 1615182752559, 43.06085236905778
sensor_5, 1615182752559, 51.45852206974332
sensor_8, 1615182752559, 46.29075490707143
sensor_2, 1615182752559, 54.75287479983145
sensor_6, 1615182752559, 25.765818770071995
sensor_4, 1615182752527, 49.269232599547976
sensor_9, 1615182752559, 19.329812375312535
sensor_3, 1615182752559, 62.37179141818637
sensor_7, 1615182752559, 93.15036108744405
sensor_1, 1615182752559, 47.00918444491753
sensor_5, 1615182752559, 52.91587767294733
sensor_9, 1615182752559, 19.553623895293544
sensor_3, 1615182752559, 62.84190294531713
sensor_7, 1615182752559, 90.97256871861639
sensor_1, 1615182752559, 45.181059700391344
sensor_5, 1615182752559, 51.895521530585874
sensor_9, 1615182752559, 18.343611640779205
sensor_3, 1615182752559, 63.35877985387184
sensor_8, 1615182752527, 42.56917421694754
sensor_10, 1615182752559, 31.281641574891015
sensor_4, 1615182752559, 53.20908897906631
sensor_9, 1615182752559, 17.392251487337873
sensor_3, 1615182752559, 63.50746559651222
sensor_7, 1615182752559, 90.77604397341793
sensor_1, 1615182752574, 42.07456262334965
sensor_5, 1615182752574, 49.50853231095432
sensor_9, 1615182752574, 19.217462156179753
sensor_3, 1615182752574, 65.33348622082752
sensor_7, 1615182752574, 92.70389034560584
sensor_1, 1615182752574, 44.02775820569394
sensor_5, 1615182752574, 51.45451012056537
sensor_2, 1615182752559, 56.270895136557904
sensor_9, 1615182752574, 21.161389269067513
sensor_6, 1615182752559, 28.842057822508636
sensor_7, 1615182752559, 91.31794988159632
sensor_1, 1615182752559, 43.03196121196813
sensor_5, 1615182752559, 50.41115049412777
sensor_9, 1615182752559, 19.227656473709946
sensor_3, 1615182752574, 62.55788507340446
sensor_7, 1615182752574, 91.7247982480577
sensor_1, 1615182752574, 43.41224122473345
sensor_5, 1615182752574, 50.58723853888541
sensor_9, 1615182752574, 20.252117867483094
sensor_3, 1615182752574, 63.91114213870296
sensor_7, 1615182752574, 91.7818218470166
sensor_1, 1615182752574, 44.63375714794042
sensor_5, 1615182752574, 50.29246707508495
sensor_9, 1615182752574, 21.62185518805303
sensor_3, 1615182752574, 61.51772068391887
sensor_7, 1615182752574, 89.86654830555909
sensor_1, 1615182752574, 45.9908617397557
sensor_5, 1615182752574, 50.13346737115094
